"B03002_001E","B03002_001M","B03002_002E","B03002_002M","B03002_003E","B03002_003M","B03002_004E","B03002_004M","B03002_005E","B03002_005M","B03002_006E","B03002_006M","B03002_007E","B03002_007M","B03002_008E","B03002_008M","B03002_009E","B03002_009M","B03002_010E","B03002_010M","B03002_011E","B03002_011M","B03002_012E","B03002_012M","B03002_013E","B03002_013M","B03002_014E","B03002_014M","B03002_015E","B03002_015M","B03002_016E","B03002_016M","B03002_017E","B03002_017M","B03002_018E","B03002_018M","B03002_019E","B03002_019M","B03002_020E","B03002_020M","B03002_021E","B03002_021M","GEO_ID","NAME"
"Estimate!!Total","Margin of Error!!Total","Estimate!!Total!!Not Hispanic or Latino","Margin of Error!!Total!!Not Hispanic or Latino","Estimate!!Total!!Not Hispanic or Latino!!White alone","Margin of Error!!Total!!Not Hispanic or Latino!!White alone","Estimate!!Total!!Not Hispanic or Latino!!Black or African American alone","Margin of Error!!Total!!Not Hispanic or Latino!!Black or African American alone","Estimate!!Total!!Not Hispanic or Latino!!American Indian and Alaska Native alone","Margin of Error!!Total!!Not Hispanic or Latino!!American Indian and Alaska Native alone","Estimate!!Total!!Not Hispanic or Latino!!Asian alone","Margin of Error!!Total!!Not Hispanic or Latino!!Asian alone","Estimate!!Total!!Not Hispanic or Latino!!Native Hawaiian and Other Pacific Islander alone","Margin of Error!!Total!!Not Hispanic or Latino!!Native Hawaiian and Other Pacific Islander alone","Estimate!!Total!!Not Hispanic or Latino!!Some other race alone","Margin of Error!!Total!!Not Hispanic or Latino!!Some other race alone","Estimate!!Total!!Not Hispanic or Latino!!Two or more races","Margin of Error!!Total!!Not Hispanic or Latino!!Two or more races","Estimate!!Total!!Not Hispanic or Latino!!Two or more races!!Two races including Some other race","Margin of Error!!Total!!Not Hispanic or Latino!!Two or more races!!Two races including Some other race","Estimate!!Total!!Not Hispanic or Latino!!Two or more races!!Two races excluding Some other race, and three or more races","Margin of Error!!Total!!Not Hispanic or Latino!!Two or more races!!Two races excluding Some other race, and three or more races","Estimate!!Total!!Hispanic or Latino","Margin of Error!!Total!!Hispanic or Latino","Estimate!!Total!!Hispanic or Latino!!White alone","Margin of Error!!Total!!Hispanic or Latino!!White alone","Estimate!!Total!!Hispanic or Latino!!Black or African American alone","Margin of Error!!Total!!Hispanic or Latino!!Black or African American alone","Estimate!!Total!!Hispanic or Latino!!American Indian and Alaska Native alone","Margin of Error!!Total!!Hispanic or Latino!!American Indian and Alaska Native alone","Estimate!!Total!!Hispanic or Latino!!Asian alone","Margin of Error!!Total!!Hispanic or Latino!!Asian alone","Estimate!!Total!!Hispanic or Latino!!Native Hawaiian and Other Pacific Islander alone","Margin of Error!!Total!!Hispanic or Latino!!Native Hawaiian and Other Pacific Islander alone","Estimate!!Total!!Hispanic or Latino!!Some other race alone","Margin of Error!!Total!!Hispanic or Latino!!Some other race alone","Estimate!!Total!!Hispanic or Latino!!Two or more races","Margin of Error!!Total!!Hispanic or Latino!!Two or more races","Estimate!!Total!!Hispanic or Latino!!Two or more races!!Two races including Some other race","Margin of Error!!Total!!Hispanic or Latino!!Two or more races!!Two races including Some other race","Estimate!!Total!!Hispanic or Latino!!Two or more races!!Two races excluding Some other race, and three or more races","Margin of Error!!Total!!Hispanic or Latino!!Two or more races!!Two races excluding Some other race, and three or more races","id","Geographic Area Name"
"1192","315","1106","301","594","207","42","61","0","12","376","169","94","148","0","12","0","12","0","12","0","12","86","94","34","38","0","12","0","12","0","12","0","12","0","12","52","84","0","12","52","84","1500000US060014306002","Block Group 2, Census Tract 4306, Alameda County, California"
"2209","366","1909","326","899","200","142","131","0","12","736","272","0","12","0","12","132","105","0","12","132","105","300","217","206","165","0","12","0","12","0","12","0","12","81","112","13","22","0","12","13","22","1500000US060014306003","Block Group 3, Census Tract 4306, Alameda County, California"
"959","281","657","199","471","170","2","3","0","12","184","136","0","12","0","12","0","12","0","12","0","12","302","251","302","251","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","1500000US060014306004","Block Group 4, Census Tract 4306, Alameda County, California"
"754","182","734","180","593","163","28","32","0","12","40","50","13","15","0","12","60","64","6","11","54","55","20","23","20","23","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","1500000US060014307001","Block Group 1, Census Tract 4307, Alameda County, California"
"1580","287","1454","277","1034","241","38","49","0","12","284","161","0","12","0","12","98","78","0","12","98","78","126","92","74","66","0","12","0","12","0","12","0","12","52","60","0","12","0","12","0","12","1500000US060014307002","Block Group 2, Census Tract 4307, Alameda County, California"
"1359","223","1122","199","850","187","0","12","0","12","232","120","0","12","0","12","40","32","7","13","33","31","237","188","176","168","0","12","0","12","0","12","0","12","61","76","0","12","0","12","0","12","1500000US060014307003","Block Group 3, Census Tract 4307, Alameda County, California"
"958","337","821","190","688","213","0","12","0","12","105","114","0","12","0","12","28","33","0","12","28","33","137","178","137","178","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","1500000US060014308001","Block Group 1, Census Tract 4308, Alameda County, California"
"1138","357","918","313","727","289","0","12","0","12","191","184","0","12","0","12","0","12","0","12","0","12","220","210","171","194","0","12","0","12","0","12","0","12","0","12","49","83","49","83","0","12","1500000US060014308002","Block Group 2, Census Tract 4308, Alameda County, California"
"1544","365","1210","267","755","160","0","12","0","12","387","233","0","12","0","12","68","73","0","12","68","73","334","245","190","175","0","12","25","40","0","12","0","12","72","83","47","79","0","12","47","79","1500000US060014308003","Block Group 3, Census Tract 4308, Alameda County, California"
"2122","367","1682","358","943","375","90","84","0","12","622","250","12","21","0","12","15","25","0","12","15","25","440","270","324","277","0","12","0","12","0","12","0","12","43","44","73","70","35","36","38","62","1500000US060014308004","Block Group 4, Census Tract 4308, Alameda County, California"
"1894","275","1334","258","902","191","205","175","0","12","160","114","0","12","0","12","67","52","0","12","67","52","560","180","388","160","16","24","20","37","0","12","18","28","105","97","13","20","13","20","0","12","1500000US060014309001","Block Group 1, Census Tract 4309, Alameda County, California"
"2630","377","2101","395","1214","318","223","109","8","18","485","222","28","44","40","65","103","79","44","65","59","52","529","185","414","183","30","43","0","12","0","12","0","12","28","25","57","59","33","43","24","39","1500000US060014309002","Block Group 2, Census Tract 4309, Alameda County, California"
"1046","309","758","151","417","137","8","13","0","12","318","99","15","22","0","12","0","12","0","12","0","12","288","313","222","322","0","12","8","18","0","12","0","12","15","24","43","52","0","12","43","52","1500000US060014310001","Block Group 1, Census Tract 4310, Alameda County, California"
"1741","271","1067","229","758","183","19","28","0","12","159","142","32","42","0","12","99","121","3","12","96","121","674","262","554","282","52","85","0","12","0","12","23","38","33","39","12","19","12","19","0","12","1500000US060014310002","Block Group 2, Census Tract 4310, Alameda County, California"
"1439","332","1079","227","884","230","25","41","0","12","106","70","4","7","16","23","44","44","0","12","44","44","360","280","263","267","0","12","0","12","15","24","0","12","54","63","28","28","17","25","11","16","1500000US060014311001","Block Group 1, Census Tract 4311, Alameda County, California"
"1919","293","1293","248","545","164","321","198","0","12","226","124","22","54","0","12","179","108","0","12","179","108","626","213","386","207","0","12","6","10","13","21","0","12","186","166","35","27","23","20","12","18","1500000US060014311002","Block Group 2, Census Tract 4311, Alameda County, California"
"1606","292","1170","336","879","289","31","34","0","12","239","207","0","12","0","12","21","30","0","12","21","30","436","324","419","325","0","12","0","12","0","12","0","12","17","34","0","12","0","12","0","12","1500000US060014312001","Block Group 1, Census Tract 4312, Alameda County, California"
"1647","637","893","285","492","176","93","84","0","12","243","195","0","12","0","12","65","54","0","12","65","54","754","594","679","599","0","12","15","26","0","12","0","12","16","25","44","78","0","12","44","78","1500000US060014312002","Block Group 2, Census Tract 4312, Alameda County, California"
"2068","439","1903","435","1181","282","214","124","0","12","384","281","15","23","0","12","109","83","0","12","109","83","165","168","120","152","0","12","0","12","0","12","0","12","27","35","18","33","18","33","0","12","1500000US060014312003","Block Group 3, Census Tract 4312, Alameda County, California"
"1838","245","1345","238","552","152","360","109","0","12","355","167","10","16","19","28","49","42","12","20","37","32","493","211","175","134","71","60","0","12","8","14","0","12","204","173","35","41","0","12","35","41","1500000US060014321001","Block Group 1, Census Tract 4321, Alameda County, California"
"833","187","770","193","415","126","221","135","0","12","31","50","14","36","0","12","89","73","0","12","89","73","63","50","43","43","0","12","0","12","0","12","0","12","0","12","20","30","0","12","20","30","1500000US060014321002","Block Group 2, Census Tract 4321, Alameda County, California"
"1094","227","876","246","690","227","45","42","0","12","83","63","0","12","0","12","58","73","0","12","58","73","218","165","171","145","0","12","0","12","36","58","0","12","11","17","0","12","0","12","0","12","1500000US060014321003","Block Group 3, Census Tract 4321, Alameda County, California"
"743","199","433","151","198","78","123","108","0","12","88","72","0","12","0","12","24","23","0","12","24","23","310","146","202","130","0","12","44","56","0","12","0","12","39","32","25","22","8","13","17","20","1500000US060014322001","Block Group 1, Census Tract 4322, Alameda County, California"
"794","225","521","191","261","120","121","133","0","12","115","56","0","12","0","12","24","27","0","12","24","27","273","188","247","187","0","12","0","12","0","12","0","12","6","11","20","19","12","14","8","12","1500000US060014322002","Block Group 2, Census Tract 4322, Alameda County, California"
"2211","344","1641","292","927","153","384","225","8","13","117","88","0","12","0","12","205","165","21","24","184","171","570","253","512","257","0","12","0","12","0","12","0","12","23","37","35","38","8","18","27","30","1500000US060014322003","Block Group 3, Census Tract 4322, Alameda County, California"
"1060","303","557","228","226","84","49","53","6","9","211","180","0","12","0","12","65","55","0","12","65","55","503","188","361","180","0","12","0","12","0","12","0","12","132","97","10","16","0","12","10","16","1500000US060014323001","Block Group 1, Census Tract 4323, Alameda County, California"
"846","197","434","166","140","56","136","125","0","12","141","123","0","12","0","12","17","21","0","12","17","21","412","178","283","167","0","12","0","12","0","12","0","12","118","155","11","14","6","11","5","8","1500000US060014323002","Block Group 2, Census Tract 4323, Alameda County, California"
"2440","438","1719","319","457","129","266","128","28","42","818","269","9","14","0","12","141","97","0","12","141","97","721","307","415","250","0","12","0","12","10","20","0","12","157","155","139","139","90","136","49","39","1500000US060014323003","Block Group 3, Census Tract 4323, Alameda County, California"
"1359","335","1029","304","216","132","127","110","0","12","557","243","39","60","53","83","37","29","0","12","37","29","330","221","207","171","0","12","0","12","0","12","0","12","48","57","75","112","0","12","75","112","1500000US060014324001","Block Group 1, Census Tract 4324, Alameda County, California"
"2301","396","1256","298","469","161","441","357","0","12","304","190","0","12","0","12","42","65","0","12","42","65","1045","296","827","301","0","12","8","12","0","12","0","12","210","185","0","12","0","12","0","12","1500000US060014324002","Block Group 2, Census Tract 4324, Alameda County, California"
"1984","473","1538","391","676","282","146","98","0","12","601","267","80","91","0","12","35","36","0","12","35","36","446","329","192","110","0","12","0","12","0","12","0","12","229","312","25","40","0","12","25","40","1500000US060014324003","Block Group 3, Census Tract 4324, Alameda County, California"
"792","301","534","240","191","75","74","74","0","12","207","260","36","57","0","12","26","30","0","12","26","30","258","220","142","166","0","12","0","12","0","12","0","12","116","157","0","12","0","12","0","12","1500000US060014325011","Block Group 1, Census Tract 4325.01, Alameda County, California"
"1528","443","735","273","126","98","25","48","0","12","567","290","0","12","0","12","17","21","0","12","17","21","793","449","551","455","0","12","0","12","7","11","0","12","218","179","17","36","0","12","17","36","1500000US060014325012","Block Group 2, Census Tract 4325.01, Alameda County, California"
"2466","430","1616","334","507","232","72","80","65","104","869","307","0","12","0","12","103","119","0","12","103","119","850","395","703","384","0","12","25","33","0","12","0","12","28","44","94","99","88","99","6","9","1500000US060014325013","Block Group 3, Census Tract 4325.01, Alameda County, California"
"2397","468","1775","404","225","105","336","241","0","12","1096","267","0","12","0","12","118","181","0","12","118","181","622","341","558","329","0","12","0","12","0","12","0","12","37","67","27","45","0","12","27","45","1500000US060014325021","Block Group 1, Census Tract 4325.02, Alameda County, California"
"1048","340","770","336","207","171","205","213","0","12","250","184","0","12","0","12","108","113","0","12","108","113","278","216","239","238","0","12","0","12","0","12","0","12","0","12","39","65","0","12","39","65","1500000US060014325022","Block Group 2, Census Tract 4325.02, Alameda County, California"
"955","280","730","274","128","87","232","182","0","12","316","213","0","12","37","57","17","16","0","12","17","16","225","171","225","171","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","1500000US060014325023","Block Group 3, Census Tract 4325.02, Alameda County, California"
"1296","349","1115","305","455","196","218","131","13","23","323","201","37","59","0","12","69","56","0","12","69","56","181","145","72","76","0","12","18","30","0","12","0","12","30","48","61","95","2","6","59","96","1500000US060014326001","Block Group 1, Census Tract 4326, Alameda County, California"
"1237","419","823","367","292","196","352","262","0","12","179","186","0","12","0","12","0","12","0","12","0","12","414","254","282","215","0","12","0","12","17","28","37","61","56","83","22","35","0","12","22","35","1500000US060014326002","Block Group 2, Census Tract 4326, Alameda County, California"
"867","447","473","173","269","135","110","75","0","12","86","86","0","12","0","12","8","17","0","12","8","17","394","488","386","490","0","12","8","18","0","12","0","12","0","12","0","12","0","12","0","12","1500000US060014326003","Block Group 3, Census Tract 4326, Alameda County, California"
"850","336","758","310","483","181","55","77","0","12","176","239","0","12","0","12","44","52","0","12","44","52","92","101","49","76","0","12","0","12","0","12","0","12","0","12","43","69","0","12","43","69","1500000US060014326004","Block Group 4, Census Tract 4326, Alameda County, California"
"2705","560","1820","422","355","215","539","266","0","12","706","292","158","255","0","12","62","71","22","36","40","63","885","410","331","274","0","12","0","12","0","12","0","12","491","391","63","105","63","105","0","12","1500000US060014326005","Block Group 5, Census Tract 4326, Alameda County, California"
"744","158","615","141","514","135","20","22","0","12","54","83","0","12","0","12","27","30","0","12","27","30","129","122","129","122","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","1500000US060014327001","Block Group 1, Census Tract 4327, Alameda County, California"
"810","175","449","128","320","110","57","42","0","12","53","53","0","12","0","12","19","30","0","12","19","30","361","156","173","169","0","12","0","12","0","12","0","12","176","109","12","18","12","18","0","12","1500000US060014327002","Block Group 2, Census Tract 4327, Alameda County, California"
"832","197","733","156","390","100","32","38","0","12","311","139","0","12","0","12","0","12","0","12","0","12","99","99","99","99","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","1500000US060014327003","Block Group 3, Census Tract 4327, Alameda County, California"
"491","204","385","180","181","97","81","92","0","12","82","70","0","12","0","12","41","51","0","12","41","51","106","151","104","151","0","12","0","12","0","12","0","12","0","12","2","8","0","12","2","8","1500000US060014328001","Block Group 1, Census Tract 4328, Alameda County, California"
"1557","277","1236","236","672","235","183","107","5","9","342","148","0","12","0","12","34","45","0","12","34","45","321","179","264","190","0","12","0","12","9","14","0","12","22","29","26","30","10","16","16","25","1500000US060014328002","Block Group 2, Census Tract 4328, Alameda County, California"
"1086","284","891","267","555","178","0","12","0","12","336","227","0","12","0","12","0","12","0","12","0","12","195","103","94","78","0","12","0","12","0","12","0","12","75","64","26","41","12","18","14","23","1500000US060014328003","Block Group 3, Census Tract 4328, Alameda County, California"
"579","163","478","129","398","116","0","12","0","12","80","66","0","12","0","12","0","12","0","12","0","12","101","104","101","104","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","1500000US060014330001","Block Group 1, Census Tract 4330, Alameda County, California"
"1127","313","732","169","386","108","57","48","13","16","230","141","9","15","0","12","37","32","0","12","37","32","395","273","172","158","0","12","0","12","0","12","0","12","223","298","0","12","0","12","0","12","1500000US060014330002","Block Group 2, Census Tract 4330, Alameda County, California"
"1045","300","629","174","174","100","0","12","0","12","430","190","0","12","0","12","25","28","0","12","25","28","416","257","366","258","0","12","0","12","0","12","0","12","0","12","50","65","21","23","29","45","1500000US060014330003","Block Group 3, Census Tract 4330, Alameda County, California"
"875","234","727","214","365","181","266","173","0","12","66","51","0","12","0","12","30","33","0","12","30","33","148","139","148","139","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","1500000US060014330004","Block Group 4, Census Tract 4330, Alameda County, California"
"2111","369","1546","344","319","151","76","90","5","8","1054","360","0","12","7","13","85","83","35","58","50","57","565","263","506","265","0","12","0","12","0","12","0","12","43","35","16","26","16","26","0","12","1500000US060014331021","Block Group 1, Census Tract 4331.02, Alameda County, California"
"2075","421","1437","321","381","130","132","111","28","34","825","301","31","50","0","12","40","40","0","12","40","40","638","377","437","363","34","55","0","12","0","12","0","12","128","130","39","32","39","32","0","12","1500000US060014331022","Block Group 2, Census Tract 4331.02, Alameda County, California"
"3105","777","1442","361","370","178","468","263","0","12","362","166","20","32","27","38","195","130","0","12","195","130","1663","810","1209","923","25","43","0","12","0","12","0","12","429","400","0","12","0","12","0","12","1500000US060014331031","Block Group 1, Census Tract 4331.03, Alameda County, California"
"1262","495","735","283","144","92","309","148","0","12","260","201","22","33","0","12","0","12","0","12","0","12","527","385","527","385","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","1500000US060014331032","Block Group 2, Census Tract 4331.03, Alameda County, California"
"688","302","395","127","150","75","213","96","0","12","27","45","5","12","0","12","0","12","0","12","0","12","293","296","230","306","22","34","0","12","0","12","0","12","30","41","11","25","0","12","11","25","1500000US060014331041","Block Group 1, Census Tract 4331.04, Alameda County, California"
"1004","422","881","426","141","86","254","182","10","16","425","397","0","12","0","12","51","56","0","12","51","56","123","99","80","85","0","12","0","12","0","12","0","12","43","61","0","12","0","12","0","12","1500000US060014331042","Block Group 2, Census Tract 4331.04, Alameda County, California"
"2334","404","1604","342","819","219","162","95","9","16","448","304","20","30","0","12","146","110","0","12","146","110","730","219","544","204","9","18","0","12","0","12","0","12","27","38","150","151","19","31","131","148","1500000US060014331043","Block Group 3, Census Tract 4331.04, Alameda County, California"
"1704","362","1492","371","274","122","654","309","26","41","487","286","0","12","0","12","51","79","0","12","51","79","212","144","196","144","0","12","0","12","0","12","0","12","0","12","16","26","0","12","16","26","1500000US060014332001","Block Group 1, Census Tract 4332, Alameda County, California"
"1981","462","1294","363","502","240","390","226","0","12","352","163","0","12","0","12","50","41","0","12","50","41","687","302","531","336","0","12","0","12","0","12","0","12","130","96","26","33","26","33","0","12","1500000US060014332002","Block Group 2, Census Tract 4332, Alameda County, California"
"1677","418","1204","373","357","197","118","114","8","14","584","354","0","12","0","12","137","138","85","139","52","52","473","352","384","319","0","12","0","12","52","85","0","12","37","52","0","12","0","12","0","12","1500000US060014332003","Block Group 3, Census Tract 4332, Alameda County, California"
"1817","397","1732","360","416","188","26","33","0","12","1221","329","0","12","0","12","69","87","0","12","69","87","85","148","85","148","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","1500000US060014332004","Block Group 4, Census Tract 4332, Alameda County, California"
"1673","389","1217","319","420","184","141","209","0","12","561","302","0","12","0","12","95","115","0","12","95","115","456","293","152","179","0","12","0","12","0","12","0","12","289","268","15","25","0","12","15","25","1500000US060014333001","Block Group 1, Census Tract 4333, Alameda County, California"
"962","341","582","233","190","103","162","153","0","12","230","188","0","12","0","12","0","12","0","12","0","12","380","292","369","290","0","12","0","12","0","12","0","12","11","20","0","12","0","12","0","12","1500000US060014333002","Block Group 2, Census Tract 4333, Alameda County, California"
"1319","288","951","257","343","186","0","12","0","12","582","214","0","12","0","12","26","33","0","12","26","33","368","252","244","237","0","12","74","86","0","12","0","12","37","42","13","21","0","12","13","21","1500000US060014333003","Block Group 3, Census Tract 4333, Alameda County, California"
"1299","388","1069","435","201","139","127","190","0","12","679","331","0","12","0","12","62","101","0","12","62","101","230","167","220","168","0","12","0","12","0","12","0","12","10","16","0","12","0","12","0","12","1500000US060014333004","Block Group 4, Census Tract 4333, Alameda County, California"
"1490","390","1358","405","375","164","0","12","0","12","870","339","0","12","0","12","113","155","0","12","113","155","132","127","118","113","0","12","0","12","0","12","0","12","14","26","0","12","0","12","0","12","1500000US060014333005","Block Group 5, Census Tract 4333, Alameda County, California"
"1309","415","1039","387","121","100","309","346","0","12","579","261","8","13","10","17","12","18","0","12","12","18","270","242","235","241","0","12","0","12","0","12","0","12","26","36","9","16","9","16","0","12","1500000US060014334001","Block Group 1, Census Tract 4334, Alameda County, California"
"678","268","600","256","130","77","1","2","0","12","370","250","69","106","0","12","30","34","0","12","30","34","78","112","78","112","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","1500000US060014334002","Block Group 2, Census Tract 4334, Alameda County, California"
"688","290","464","205","279","171","17","27","0","12","156","113","0","12","0","12","12","19","0","12","12","19","224","245","12","19","26","42","0","12","0","12","0","12","149","243","37","35","25","28","12","20","1500000US060014334003","Block Group 3, Census Tract 4334, Alameda County, California"
"1576","422","1222","319","175","161","103","125","0","12","944","358","0","12","0","12","0","12","0","12","0","12","354","303","193","231","0","12","0","12","0","12","0","12","0","12","161","189","0","12","161","189","1500000US060014334004","Block Group 4, Census Tract 4334, Alameda County, California"
"1050","459","945","416","107","117","175","203","0","12","632","342","0","12","0","12","31","47","0","12","31","47","105","213","0","12","0","12","0","12","12","20","0","12","93","213","0","12","0","12","0","12","1500000US060014334005","Block Group 5, Census Tract 4334, Alameda County, California"
"1151","310","1139","310","719","224","194","153","0","12","145","101","0","12","0","12","81","104","0","12","81","104","12","23","0","12","0","12","0","12","0","12","0","12","12","23","0","12","0","12","0","12","1500000US060014334006","Block Group 6, Census Tract 4334, Alameda County, California"
"811","271","598","256","174","74","74","84","0","12","315","218","0","12","0","12","35","49","0","12","35","49","213","179","126","144","0","12","0","12","8","17","0","12","79","107","0","12","0","12","0","12","1500000US060014335001","Block Group 1, Census Tract 4335, Alameda County, California"
"1195","391","669","206","187","99","0","12","0","12","386","194","96","123","0","12","0","12","0","12","0","12","526","349","513","348","0","12","13","23","0","12","0","12","0","12","0","12","0","12","0","12","1500000US060014335002","Block Group 2, Census Tract 4335, Alameda County, California"
"1947","490","1258","331","537","168","8","14","0","12","675","317","0","12","8","12","30","33","0","12","30","33","689","345","358","280","0","12","221","279","0","12","0","12","7","11","103","102","41","57","62","85","1500000US060014335003","Block Group 3, Census Tract 4335, Alameda County, California"
"976","276","794","215","349","146","58","70","0","12","350","182","10","17","0","12","27","38","0","12","27","38","182","213","74","60","0","12","10","16","0","12","0","12","0","12","98","166","98","166","0","12","1500000US060014335004","Block Group 4, Census Tract 4335, Alameda County, California"
"780","314","747","326","237","186","176","231","0","12","334","277","0","12","0","12","0","12","0","12","0","12","33","40","14","22","0","12","0","12","0","12","0","12","19","35","0","12","0","12","0","12","1500000US060014336001","Block Group 1, Census Tract 4336, Alameda County, California"
"1567","534","1419","482","432","202","45","56","24","37","802","520","116","163","0","12","0","12","0","12","0","12","148","193","87","140","0","12","0","12","0","12","0","12","61","130","0","12","0","12","0","12","1500000US060014336002","Block Group 2, Census Tract 4336, Alameda County, California"
"1649","329","1382","328","339","158","173","156","0","12","760","270","0","12","0","12","110","130","0","12","110","130","267","209","128","150","0","12","0","12","0","12","0","12","139","162","0","12","0","12","0","12","1500000US060014336003","Block Group 3, Census Tract 4336, Alameda County, California"
"2207","589","1577","483","515","154","329","306","0","12","579","336","0","12","20","40","134","134","40","64","94","115","630","462","186","172","0","12","0","12","0","12","0","12","424","488","20","31","20","31","0","12","1500000US060014336004","Block Group 4, Census Tract 4336, Alameda County, California"
"931","292","376","122","241","99","93","88","10","17","6","9","0","12","0","12","26","24","0","12","26","24","555","270","393","224","7","11","0","12","0","12","0","12","135","148","20","32","0","12","20","32","1500000US060014337001","Block Group 1, Census Tract 4337, Alameda County, California"
"1030","283","529","211","177","87","85","64","33","49","207","177","0","12","0","12","27","29","0","12","27","29","501","274","426","270","0","12","57","86","0","12","0","12","6","10","12","20","12","20","0","12","1500000US060014337002","Block Group 2, Census Tract 4337, Alameda County, California"
"1173","363","651","197","159","80","132","101","0","12","223","124","35","47","0","12","102","91","0","12","102","91","522","274","325","205","0","12","0","12","0","12","0","12","150","189","47","75","47","75","0","12","1500000US060014337003","Block Group 3, Census Tract 4337, Alameda County, California"
"1083","574","677","502","170","114","65","70","0","12","442","482","0","12","0","12","0","12","0","12","0","12","406","249","385","235","21","34","0","12","0","12","0","12","0","12","0","12","0","12","0","12","1500000US060014338001","Block Group 1, Census Tract 4338, Alameda County, California"
"2557","540","1377","423","433","233","412","120","0","12","413","334","30","49","0","12","89","145","89","145","0","12","1180","456","924","500","63","74","0","12","0","12","0","12","165","157","28","26","15","24","13","15","1500000US060014338002","Block Group 2, Census Tract 4338, Alameda County, California"
"2082","501","1760","462","286","221","494","268","0","12","924","407","26","42","0","12","30","48","0","12","30","48","322","200","251","195","0","12","0","12","0","12","0","12","48","73","23","38","0","12","23","38","1500000US060014338003","Block Group 3, Census Tract 4338, Alameda County, California"
"2599","519","1577","447","328","152","274","277","0","12","892","478","0","12","0","12","83","103","0","12","83","103","1022","409","799","418","0","12","0","12","0","12","0","12","208","165","15","28","15","28","0","12","1500000US060014338004","Block Group 4, Census Tract 4338, Alameda County, California"
"2012","509","1480","467","317","259","807","403","0","12","356","190","0","12","0","12","0","12","0","12","0","12","532","349","395","295","0","12","13","21","0","12","0","12","124","177","0","12","0","12","0","12","1500000US060014339001","Block Group 1, Census Tract 4339, Alameda County, California"
"1223","494","490","230","22","26","262","194","0","12","68","74","0","12","25","40","113","142","0","12","113","142","733","479","645","460","0","12","41","65","0","12","0","12","40","72","7","12","7","12","0","12","1500000US060014339002","Block Group 2, Census Tract 4339, Alameda County, California"
"1305","520","658","362","130","87","373","306","0","12","74","72","0","12","81","120","0","12","0","12","0","12","647","397","476","399","0","12","19","31","18","29","0","12","112","149","22","36","0","12","22","36","1500000US060014339003","Block Group 3, Census Tract 4339, Alameda County, California"
"2050","680","1037","503","286","204","433","346","0","12","119","117","0","12","0","12","199","217","0","12","199","217","1013","493","781","486","0","12","0","12","0","12","0","12","163","206","69","81","0","12","69","81","1500000US060014339004","Block Group 4, Census Tract 4339, Alameda County, California"
"2237","517","712","254","261","132","272","189","9","15","133","147","0","12","0","12","37","67","0","12","37","67","1525","492","1189","486","10","16","13","21","0","12","0","12","214","176","99","96","68","78","31","52","1500000US060014340001","Block Group 1, Census Tract 4340, Alameda County, California"
"1310","436","733","270","318","128","219","285","0","12","196","141","0","12","0","12","0","12","0","12","0","12","577","347","538","338","0","12","0","12","0","12","0","12","39","43","0","12","0","12","0","12","1500000US060014340002","Block Group 2, Census Tract 4340, Alameda County, California"
"1557","427","897","338","204","112","436","267","9","17","248","192","0","12","0","12","0","12","0","12","0","12","660","456","244","146","0","12","0","12","0","12","0","12","356","410","60","51","10","15","50","49","1500000US060014340003","Block Group 3, Census Tract 4340, Alameda County, California"
"1562","406","1482","386","672","215","273","224","0","12","493","276","0","12","16","19","28","27","7","11","21","24","80","71","12","19","10","17","0","12","0","12","0","12","44","49","14","24","0","12","14","24","1500000US060014351021","Block Group 1, Census Tract 4351.02, Alameda County, California"
"3085","352","2540","350","1230","259","444","218","6","9","716","262","45","66","0","12","99","104","0","12","99","104","545","197","293","201","0","12","0","12","0","12","18","31","222","100","12","16","0","12","12","16","1500000US060014351022","Block Group 2, Census Tract 4351.02, Alameda County, California"
"2248","415","2004","418","909","237","247","154","0","12","658","236","16","25","0","12","174","169","0","12","174","169","244","154","229","152","0","12","0","12","0","12","0","12","15","23","0","12","0","12","0","12","1500000US060014351031","Block Group 1, Census Tract 4351.03, Alameda County, California"
"3492","550","3292","556","961","364","161","111","0","12","2111","514","6","11","38","60","15","28","0","12","15","28","200","143","136","113","0","12","0","12","0","12","0","12","42","36","22","37","22","37","0","12","1500000US060014351032","Block Group 2, Census Tract 4351.03, Alameda County, California"
"569","249","524","275","56","57","0","12","0","12","414","271","0","12","0","12","54","90","0","12","54","90","45","75","0","12","0","12","0","12","0","12","0","12","45","75","0","12","0","12","0","12","1500000US060014351033","Block Group 3, Census Tract 4351.03, Alameda County, California"
"1834","494","1342","415","510","254","201","168","0","12","501","225","19","29","0","12","111","69","0","12","111","69","492","260","59","70","0","12","9","15","0","12","0","12","316","214","108","100","8","13","100","99","1500000US060014351041","Block Group 1, Census Tract 4351.04, Alameda County, California"
