"B03002_001E","B03002_001M","B03002_002E","B03002_002M","B03002_003E","B03002_003M","B03002_004E","B03002_004M","B03002_005E","B03002_005M","B03002_006E","B03002_006M","B03002_007E","B03002_007M","B03002_008E","B03002_008M","B03002_009E","B03002_009M","B03002_010E","B03002_010M","B03002_011E","B03002_011M","B03002_012E","B03002_012M","B03002_013E","B03002_013M","B03002_014E","B03002_014M","B03002_015E","B03002_015M","B03002_016E","B03002_016M","B03002_017E","B03002_017M","B03002_018E","B03002_018M","B03002_019E","B03002_019M","B03002_020E","B03002_020M","B03002_021E","B03002_021M","GEO_ID","NAME"
"Estimate!!Total","Margin of Error!!Total","Estimate!!Total!!Not Hispanic or Latino","Margin of Error!!Total!!Not Hispanic or Latino","Estimate!!Total!!Not Hispanic or Latino!!White alone","Margin of Error!!Total!!Not Hispanic or Latino!!White alone","Estimate!!Total!!Not Hispanic or Latino!!Black or African American alone","Margin of Error!!Total!!Not Hispanic or Latino!!Black or African American alone","Estimate!!Total!!Not Hispanic or Latino!!American Indian and Alaska Native alone","Margin of Error!!Total!!Not Hispanic or Latino!!American Indian and Alaska Native alone","Estimate!!Total!!Not Hispanic or Latino!!Asian alone","Margin of Error!!Total!!Not Hispanic or Latino!!Asian alone","Estimate!!Total!!Not Hispanic or Latino!!Native Hawaiian and Other Pacific Islander alone","Margin of Error!!Total!!Not Hispanic or Latino!!Native Hawaiian and Other Pacific Islander alone","Estimate!!Total!!Not Hispanic or Latino!!Some other race alone","Margin of Error!!Total!!Not Hispanic or Latino!!Some other race alone","Estimate!!Total!!Not Hispanic or Latino!!Two or more races","Margin of Error!!Total!!Not Hispanic or Latino!!Two or more races","Estimate!!Total!!Not Hispanic or Latino!!Two or more races!!Two races including Some other race","Margin of Error!!Total!!Not Hispanic or Latino!!Two or more races!!Two races including Some other race","Estimate!!Total!!Not Hispanic or Latino!!Two or more races!!Two races excluding Some other race, and three or more races","Margin of Error!!Total!!Not Hispanic or Latino!!Two or more races!!Two races excluding Some other race, and three or more races","Estimate!!Total!!Hispanic or Latino","Margin of Error!!Total!!Hispanic or Latino","Estimate!!Total!!Hispanic or Latino!!White alone","Margin of Error!!Total!!Hispanic or Latino!!White alone","Estimate!!Total!!Hispanic or Latino!!Black or African American alone","Margin of Error!!Total!!Hispanic or Latino!!Black or African American alone","Estimate!!Total!!Hispanic or Latino!!American Indian and Alaska Native alone","Margin of Error!!Total!!Hispanic or Latino!!American Indian and Alaska Native alone","Estimate!!Total!!Hispanic or Latino!!Asian alone","Margin of Error!!Total!!Hispanic or Latino!!Asian alone","Estimate!!Total!!Hispanic or Latino!!Native Hawaiian and Other Pacific Islander alone","Margin of Error!!Total!!Hispanic or Latino!!Native Hawaiian and Other Pacific Islander alone","Estimate!!Total!!Hispanic or Latino!!Some other race alone","Margin of Error!!Total!!Hispanic or Latino!!Some other race alone","Estimate!!Total!!Hispanic or Latino!!Two or more races","Margin of Error!!Total!!Hispanic or Latino!!Two or more races","Estimate!!Total!!Hispanic or Latino!!Two or more races!!Two races including Some other race","Margin of Error!!Total!!Hispanic or Latino!!Two or more races!!Two races including Some other race","Estimate!!Total!!Hispanic or Latino!!Two or more races!!Two races excluding Some other race, and three or more races","Margin of Error!!Total!!Hispanic or Latino!!Two or more races!!Two races excluding Some other race, and three or more races","id","Geographic Area Name"
"2966","649","1859","578","792","452","217","150","0","12","736","452","66","89","0","12","48","63","0","12","48","63","1107","475","258","180","0","12","0","12","0","12","0","12","849","473","0","12","0","12","0","12","1500000US060014351042","Block Group 2, Census Tract 4351.04, Alameda County, California"
"828","342","409","209","285","163","3","4","0","12","71","125","33","51","0","12","17","23","0","12","17","23","419","327","291","279","0","12","0","12","0","12","0","12","128","159","0","12","0","12","0","12","1500000US060014351043","Block Group 3, Census Tract 4351.04, Alameda County, California"
"2358","394","1755","368","545","189","685","288","30","48","302","141","43","47","0","12","150","81","22","30","128","81","603","279","366","254","46","69","9","16","33","54","0","12","124","100","25","22","16","19","9","16","1500000US060014352001","Block Group 1, Census Tract 4352, Alameda County, California"
"2080","432","1744","457","647","374","510","241","6","11","484","204","20","37","0","12","77","98","57","99","20","25","336","257","133","152","0","12","0","12","0","12","0","12","126","177","77","124","0","12","77","124","1500000US060014352002","Block Group 2, Census Tract 4352, Alameda County, California"
"1393","397","666","229","368","132","193","126","0","12","105","74","0","12","0","12","0","12","0","12","0","12","727","344","308","184","0","12","0","12","0","12","0","12","361","332","58","59","56","56","2","20","1500000US060014353001","Block Group 1, Census Tract 4353, Alameda County, California"
"1728","397","1155","305","471","150","473","255","25","40","129","109","12","18","0","12","45","59","0","12","45","59","573","275","247","142","36","58","19","28","0","12","20","32","204","195","47","74","47","74","0","12","1500000US060014353002","Block Group 2, Census Tract 4353, Alameda County, California"
"1215","346","926","259","217","111","370","233","0","12","184","83","0","12","0","12","155","106","0","12","155","106","289","210","160","119","0","12","0","12","0","12","0","12","115","170","14","19","0","12","14","19","1500000US060014353003","Block Group 3, Census Tract 4353, Alameda County, California"
"2080","442","1394","281","579","191","363","187","0","12","265","173","10","16","0","12","177","166","0","12","177","166","686","308","516","275","13","18","0","12","0","12","42","73","29","54","86","117","8","19","78","116","1500000US060014354001","Block Group 1, Census Tract 4354, Alameda County, California"
"932","272","503","198","216","93","279","184","0","12","8","12","0","12","0","12","0","12","0","12","0","12","429","236","372","232","32","34","0","12","0","12","0","12","0","12","25","39","25","39","0","12","1500000US060014354002","Block Group 2, Census Tract 4354, Alameda County, California"
"1184","233","1007","206","434","154","234","141","0","12","316","112","0","12","0","12","23","30","0","12","23","30","177","153","160","150","0","12","0","12","0","12","0","12","8","12","9","14","0","12","9","14","1500000US060014354003","Block Group 3, Census Tract 4354, Alameda County, California"
"1020","338","746","346","468","169","16","19","0","12","232","317","17","27","13","20","0","12","0","12","0","12","274","139","145","116","0","12","0","12","0","12","0","12","129","110","0","12","0","12","0","12","1500000US060014355001","Block Group 1, Census Tract 4355, Alameda County, California"
"1182","309","497","174","218","113","155","106","2","5","17","18","30","45","0","12","75","72","0","12","75","72","685","296","452","235","0","12","0","12","0","12","0","12","157","199","76","78","50","58","26","28","1500000US060014355002","Block Group 2, Census Tract 4355, Alameda County, California"
"1163","322","689","343","267","96","41","37","0","12","332","349","6","10","0","12","43","45","6","11","37","43","474","246","185","177","43","54","0","12","5","10","17","33","224","248","0","12","0","12","0","12","1500000US060014355003","Block Group 3, Census Tract 4355, Alameda County, California"
"4041","679","1264","436","488","194","197","137","0","12","161","197","151","174","0","12","267","244","0","12","267","244","2777","793","1528","596","0","12","0","12","0","12","0","12","1151","760","98","96","34","43","64","84","1500000US060014356011","Block Group 1, Census Tract 4356.01, Alameda County, California"
"1655","488","789","318","261","109","89","86","0","12","107","86","284","300","0","12","48","49","0","12","48","49","866","426","636","367","0","12","0","12","50","71","0","12","141","196","39","36","11","18","28","33","1500000US060014356012","Block Group 2, Census Tract 4356.01, Alameda County, California"
"872","331","550","245","377","195","59","79","0","12","58","86","43","47","0","12","13","18","0","12","13","18","322","209","259","183","19","29","0","12","0","12","0","12","25","59","19","23","19","23","0","12","1500000US060014356021","Block Group 1, Census Tract 4356.02, Alameda County, California"
"736","390","237","144","132","72","0","12","0","12","82","113","0","12","0","12","23","27","0","12","23","27","499","420","146","138","0","12","0","12","0","12","0","12","336","409","17","52","0","12","17","52","1500000US060014356022","Block Group 2, Census Tract 4356.02, Alameda County, California"
"1391","472","824","384","379","190","184","202","0","12","203","147","58","95","0","12","0","12","0","12","0","12","567","290","402","294","16","25","0","12","8","14","0","12","41","60","100","146","18","29","82","143","1500000US060014356023","Block Group 3, Census Tract 4356.02, Alameda County, California"
"1882","541","674","259","571","258","0","12","18","22","21","31","0","12","46","44","18","38","0","12","18","38","1208","448","576","330","0","12","0","12","0","12","0","12","434","248","198","295","151","238","47","60","1500000US060014356024","Block Group 4, Census Tract 4356.02, Alameda County, California"
"1028","307","604","263","144","86","120","103","0","12","235","167","0","12","0","12","105","123","0","12","105","123","424","238","317","234","0","12","7","11","0","12","0","12","100","86","0","12","0","12","0","12","1500000US060014357001","Block Group 1, Census Tract 4357, Alameda County, California"
"694","251","520","252","335","200","27","43","0","12","149","148","0","12","0","12","9","16","0","12","9","16","174","121","107","104","0","12","0","12","21","31","0","12","18","29","28","46","0","12","28","46","1500000US060014357002","Block Group 2, Census Tract 4357, Alameda County, California"
"1203","338","703","234","302","114","84","131","0","12","260","222","0","12","0","12","57","37","0","12","57","37","500","244","181","113","0","12","9","14","0","12","0","12","190","124","120","127","105","125","15","24","1500000US060014357003","Block Group 3, Census Tract 4357, Alameda County, California"
"1554","355","817","310","257","139","325","275","0","12","131","125","0","12","42","68","62","59","0","12","62","59","737","298","303","210","6","9","10","16","0","12","0","12","377","280","41","55","33","54","8","11","1500000US060014357004","Block Group 4, Census Tract 4357, Alameda County, California"
"1434","282","936","227","542","215","23","30","7","13","297","150","10","16","0","12","57","52","0","12","57","52","498","235","382","214","0","12","0","12","0","12","0","12","59","74","57","72","57","72","0","12","1500000US060014358001","Block Group 1, Census Tract 4358, Alameda County, California"
"1447","330","1081","314","656","212","0","12","0","12","412","265","0","12","0","12","13","17","0","12","13","17","366","197","187","133","0","12","0","12","11","17","0","12","155","160","13","18","13","18","0","12","1500000US060014358002","Block Group 2, Census Tract 4358, Alameda County, California"
"1008","307","466","208","267","95","0","12","0","12","199","187","0","12","0","12","0","12","0","12","0","12","542","251","436","232","0","12","10","17","0","12","0","12","90","108","6","9","0","12","6","9","1500000US060014358003","Block Group 3, Census Tract 4358, Alameda County, California"
"1372","288","877","211","209","84","65","102","0","12","533","185","68","116","0","12","2","4","0","12","2","4","495","298","281","216","0","12","0","12","0","12","0","12","214","239","0","12","0","12","0","12","1500000US060014358004","Block Group 4, Census Tract 4358, Alameda County, California"
"1694","281","1239","252","714","184","10","15","0","12","411","218","0","12","0","12","104","70","0","12","104","70","455","201","316","177","0","12","41","64","0","12","0","12","89","86","9","15","0","12","9","15","1500000US060014359001","Block Group 1, Census Tract 4359, Alameda County, California"
"1729","321","1396","280","636","212","151","148","0","12","547","197","22","35","0","12","40","40","0","12","40","40","333","208","306","204","0","12","0","12","0","12","0","12","27","33","0","12","0","12","0","12","1500000US060014359002","Block Group 2, Census Tract 4359, Alameda County, California"
"1262","414","777","266","445","200","13","21","0","12","190","155","0","12","0","12","129","100","0","12","129","100","485","353","297","317","0","12","0","12","0","12","0","12","188","166","0","12","0","12","0","12","1500000US060014359003","Block Group 3, Census Tract 4359, Alameda County, California"
"673","323","441","225","211","110","60","99","0","12","170","173","0","12","0","12","0","12","0","12","0","12","232","204","111","162","0","12","0","12","0","12","0","12","97","142","24","35","24","35","0","12","1500000US060014359004","Block Group 4, Census Tract 4359, Alameda County, California"
"1070","260","613","224","424","185","26","29","8","12","126","151","0","12","0","12","29","36","0","12","29","36","457","213","404","214","0","12","0","12","0","12","0","12","53","63","0","12","0","12","0","12","1500000US060014360001","Block Group 1, Census Tract 4360, Alameda County, California"
"1989","374","1186","232","495","154","80","112","4","8","557","248","15","38","0","12","35","56","0","12","35","56","803","312","563","291","0","12","12","21","11","18","0","12","174","141","43","71","0","12","43","71","1500000US060014360002","Block Group 2, Census Tract 4360, Alameda County, California"
"1445","345","906","256","546","183","104","109","0","12","86","63","36","36","9","16","125","97","0","12","125","97","539","254","294","177","0","12","0","12","14","24","8","14","223","197","0","12","0","12","0","12","1500000US060014360003","Block Group 3, Census Tract 4360, Alameda County, California"
"941","280","474","151","327","140","24","38","0","12","115","122","0","12","0","12","8","13","0","12","8","13","467","276","200","187","0","12","132","197","27","34","0","12","62","69","46","59","10","16","36","58","1500000US060014361001","Block Group 1, Census Tract 4361, Alameda County, California"
"2136","357","1500","347","555","184","190","198","14","17","591","328","0","12","0","12","150","188","0","12","150","188","636","224","399","206","0","12","88","129","0","12","0","12","87","113","62","75","62","75","0","12","1500000US060014361002","Block Group 2, Census Tract 4361, Alameda County, California"
"2406","584","1234","364","421","138","160","154","6","11","572","371","10","18","0","12","65","39","9","14","56","35","1172","458","665","339","0","12","0","12","41","67","13","22","453","356","0","12","0","12","0","12","1500000US060014361003","Block Group 3, Census Tract 4361, Alameda County, California"
"1327","302","393","112","145","83","197","84","0","12","44","41","0","12","0","12","7","11","0","12","7","11","934","330","557","292","0","12","0","12","0","12","0","12","292","225","85","91","33","36","52","83","1500000US060014362001","Block Group 1, Census Tract 4362, Alameda County, California"
"2511","373","1087","235","401","112","373","189","0","12","154","109","35","42","0","12","124","103","0","12","124","103","1424","367","526","224","0","12","0","12","0","12","0","12","781","350","117","132","14","26","103","130","1500000US060014362002","Block Group 2, Census Tract 4362, Alameda County, California"
"2702","716","704","338","126","82","195","152","0","12","166","109","0","12","0","12","217","217","0","12","217","217","1998","740","1168","578","254","267","0","12","0","12","0","12","468","363","108","119","108","119","0","12","1500000US060014363001","Block Group 1, Census Tract 4363, Alameda County, California"
"2299","494","1499","432","382","213","395","282","0","12","703","333","0","12","0","12","19","26","0","12","19","26","800","342","302","202","85","92","0","12","0","12","0","12","340","253","73","72","41","51","32","49","1500000US060014363002","Block Group 2, Census Tract 4363, Alameda County, California"
"777","293","287","191","109","101","0","12","0","12","111","82","52","79","0","12","15","25","0","12","15","25","490","254","225","159","0","12","30","60","0","12","0","12","224","199","11","17","0","12","11","17","1500000US060014363003","Block Group 3, Census Tract 4363, Alameda County, California"
"1063","448","466","275","175","97","0","12","0","12","238","238","0","12","0","12","53","80","0","12","53","80","597","368","133","146","66","87","57","93","0","12","0","12","259","281","82","103","0","12","82","103","1500000US060014363004","Block Group 4, Census Tract 4363, Alameda County, California"
"1112","307","862","304","667","310","12","21","0","12","49","55","0","12","0","12","134","126","0","12","134","126","250","166","183","147","0","12","0","12","0","12","0","12","42","32","25","31","25","31","0","12","1500000US060014364011","Block Group 1, Census Tract 4364.01, Alameda County, California"
"2296","613","1800","516","878","271","363","289","0","12","499","343","0","12","0","12","60","57","0","12","60","57","496","357","216","157","0","12","0","12","15","24","0","12","265","342","0","12","0","12","0","12","1500000US060014364012","Block Group 2, Census Tract 4364.01, Alameda County, California"
"1791","536","1248","547","496","329","213","191","0","12","374","340","0","12","0","12","165","182","129","180","36","42","543","369","378","313","45","70","0","12","0","12","0","12","38","60","82","131","82","131","0","12","1500000US060014364013","Block Group 3, Census Tract 4364.01, Alameda County, California"
"1559","569","710","251","255","128","119","81","0","12","329","228","0","12","0","12","7","14","0","12","7","14","849","541","616","488","0","12","0","12","0","12","0","12","167","255","66","74","66","74","0","12","1500000US060014364014","Block Group 4, Census Tract 4364.01, Alameda County, California"
